APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,month_num,quarter,season,modal_price_per_kg,min_price_per_kg,max_price_per_kg,price_spread_qtl,commodity_season_median,deviation_from_seasonal_median_pct,price_detector_status
Ahmednagar,Capsicum,2016,April,68,1333,3167,2500,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,25.0,13.33,31.67,1834,2317.0,7.9,Normal / Fair Mandi Price
Ahmednagar,Tomato,2016,April,334,350,875,700,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.0,3.5,8.75,525,898.5,-22.09,Normal / Fair Mandi Price
Ahmednagar,Brinjal,2016,April,120,625,2625,2000,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,20.0,6.25,26.25,2000,1243.0,60.9,Inflated Price / Hoarding Alert
Akole,Onion,2015,April,105645,106,1389,849,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,8.49,1.06,13.89,1283,770.0,10.26,Normal / Fair Mandi Price
Akole,Onion,2016,April,56372,150,973,662,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.62,1.5,9.73,823,770.0,-14.03,Normal / Fair Mandi Price
Jamkhed,Onion,2015,April,5232,106,1469,788,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.88,1.06,14.69,1363,770.0,2.34,Normal / Fair Mandi Price
Jamkhed,Onion,2016,April,7587,100,939,519,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,5.19,1.0,9.39,839,770.0,-32.6,Distress Glut / Price Crash
Kopargaon,Onion,2015,April,34179,395,1350,988,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.88,3.95,13.5,955,770.0,28.31,Inflated Price / Hoarding Alert
Kopargaon,Onion,2016,April,18750,250,845,701,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.01,2.5,8.45,595,770.0,-8.96,Normal / Fair Mandi Price
Newasa-Ghodegaon,Onion,2015,April,186038,285,1342,977,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.77,2.85,13.42,1057,770.0,26.88,Inflated Price / Hoarding Alert
Newasa-Ghodegaon,Onion,2016,April,231700,200,921,717,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.17,2.0,9.21,721,770.0,-6.88,Normal / Fair Mandi Price
Parner,Onion,2015,April,78184,500,1430,965,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.65,5.0,14.3,930,770.0,25.32,Inflated Price / Hoarding Alert
Parner,Onion,2016,April,144673,300,919,685,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.85,3.0,9.19,619,770.0,-11.04,Normal / Fair Mandi Price
Pathardi,Onion,2015,April,3133,238,1433,920,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.2,2.38,14.33,1195,770.0,19.48,Normal / Fair Mandi Price
Pathardi,Onion,2016,April,4703,173,1605,696,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.96,1.73,16.05,1432,770.0,-9.61,Normal / Fair Mandi Price
Rahata,Ginger (Fresh),2015,April,31,3125,3417,3242,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,32.42,31.25,34.17,292,2682.0,20.88,Normal / Fair Mandi Price
Rahata,Ginger (Fresh),2016,April,39,1550,2167,1792,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.92,15.5,21.67,617,2682.0,-33.18,Distress Glut / Price Crash
Rahata,Potato,2015,April,1467,588,1346,696,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.96,5.88,13.46,758,1071.0,-35.01,Distress Glut / Price Crash
Rahata,Potato,2016,April,851,1192,1542,1392,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,13.92,11.92,15.42,350,1071.0,29.97,Inflated Price / Hoarding Alert
Rahata,Ladies Finger,2015,April,86,1333,2208,1767,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.67,13.33,22.08,875,2250.0,-21.47,Normal / Fair Mandi Price
Rahata,Ladies Finger,2016,April,83,2136,2955,2564,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,25.64,21.36,29.55,819,2250.0,13.96,Normal / Fair Mandi Price
Rahata,Bottle Gourd,2015,April,196,377,608,462,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,4.62,3.77,6.08,231,1021.0,-54.75,Distress Glut / Price Crash
Rahata,Bottle Gourd,2016,April,60,1655,2180,1930,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,19.3,16.55,21.8,525,1021.0,89.03,Inflated Price / Hoarding Alert
Rahata,Flower,2016,April,158,1200,1950,1583,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,15.83,12.0,19.5,750,1043.0,51.77,Inflated Price / Hoarding Alert
Rahata,Carrot,2015,April,9,1650,1713,1650,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,16.5,16.5,17.13,63,1113.5,48.18,Inflated Price / Hoarding Alert
Rahata,Carrot,2016,April,34,1255,1545,1327,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,13.27,12.55,15.45,290,1113.5,19.17,Normal / Fair Mandi Price
Rahata,Cluster Bean,2015,April,28,2350,2900,2640,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,26.4,23.5,29.0,550,3167.0,-16.64,Normal / Fair Mandi Price
Rahata,Cluster Bean,2016,April,16,4889,5444,5000,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,50.0,48.89,54.44,555,3167.0,57.88,Inflated Price / Hoarding Alert
Rahata,Cucumber,2015,April,124,500,1478,611,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.11,5.0,14.78,978,1483.5,-58.81,Distress Glut / Price Crash
Rahata,Cucumber,2016,April,73,1483,2000,1733,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.33,14.83,20.0,517,1483.5,16.82,Normal / Fair Mandi Price
Rahata,Onion,2015,April,107650,222,1467,906,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.06,2.22,14.67,1245,770.0,17.66,Normal / Fair Mandi Price
Rahata,Onion,2016,April,64671,100,925,619,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.19,1.0,9.25,825,770.0,-19.61,Normal / Fair Mandi Price
Rahata,Bitter Gourd,2015,April,20,2571,2843,2671,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,26.71,25.71,28.43,272,3211.0,-16.82,Normal / Fair Mandi Price
Rahata,Bitter Gourd,2016,April,5,6300,6300,6300,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,63.0,63.0,63.0,0,3211.0,96.2,Inflated Price / Hoarding Alert
Rahata,Cabbage,2015,April,900,5,6,5,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,0.05,0.05,0.06,1,622.5,-99.2,Distress Glut / Price Crash
Rahata,Cabbage,2016,April,302,417,708,550,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,5.5,4.17,7.08,291,622.5,-11.65,Normal / Fair Mandi Price
Rahata,Garlic,2015,April,57,2692,3192,2915,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,29.15,26.92,31.92,500,4479.0,-34.92,Distress Glut / Price Crash
Rahata,Garlic,2016,April,68,4000,5750,4767,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,47.67,40.0,57.5,1750,4479.0,6.43,Normal / Fair Mandi Price
Rahata,Capsicum,2015,April,46,1904,2442,2135,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,21.35,19.04,24.42,538,2317.0,-7.85,Normal / Fair Mandi Price
Rahata,Capsicum,2016,April,124,1938,2733,2317,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,23.17,19.38,27.33,795,2317.0,0.0,Normal / Fair Mandi Price
Rahata,Spinach,2015,April,250,5,5,5,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,0.05,0.05,0.05,0,673.0,-99.26,Distress Glut / Price Crash
Rahata,Tomato,2015,April,281,492,1223,869,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,8.69,4.92,12.23,731,898.5,-3.28,Normal / Fair Mandi Price
Rahata,Tomato,2016,April,287,425,788,558,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,5.58,4.25,7.88,363,898.5,-37.9,Distress Glut / Price Crash
Rahata,Brinjal,2015,April,77,577,977,762,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.62,5.77,9.77,400,1243.0,-38.7,Distress Glut / Price Crash
Rahata,Brinjal,2016,April,79,1158,1783,1533,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,15.33,11.58,17.83,625,1243.0,23.33,Normal / Fair Mandi Price
Rahuri,Onion,2015,April,123030,100,1389,739,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.39,1.0,13.89,1289,770.0,-4.03,Normal / Fair Mandi Price
Rahuri-Vambori,Onion,2015,April,32627,108,1415,869,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,8.69,1.08,14.15,1307,770.0,12.86,Normal / Fair Mandi Price
Rahuri-Vambori,Onion,2016,April,32938,135,908,515,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,5.15,1.35,9.08,773,770.0,-33.12,Distress Glut / Price Crash
Sangamner,Onion,2015,April,288591,362,1470,908,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.08,3.62,14.7,1108,770.0,17.92,Normal / Fair Mandi Price
Sangamner,Onion,2016,April,195815,300,1017,757,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.57,3.0,10.17,717,770.0,-1.69,Normal / Fair Mandi Price
Sangamner,Tomato,2015,April,51671,1325,2070,1711,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.11,13.25,20.7,745,898.5,90.43,Inflated Price / Hoarding Alert
Sangamner,Tomato,2016,April,158630,531,1195,969,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.69,5.31,11.95,664,898.5,7.85,Normal / Fair Mandi Price
Shevgaon,Onion,2016,April,2847,583,775,775,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.75,5.83,7.75,192,770.0,0.65,Normal / Fair Mandi Price
Shrirampur,Ginger (Fresh),2015,April,283,2500,3500,3000,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,30.0,25.0,35.0,1000,2682.0,11.86,Normal / Fair Mandi Price
Shrirampur,Ginger (Fresh),2016,April,283,1614,2114,1864,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,18.64,16.14,21.14,500,2682.0,-30.5,Distress Glut / Price Crash
Shrirampur,Potato,2015,April,1950,808,1029,921,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.21,8.08,10.29,221,1071.0,-14.01,Normal / Fair Mandi Price
Shrirampur,Potato,2016,April,1820,1000,1378,1189,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,11.89,10.0,13.78,378,1071.0,11.02,Normal / Fair Mandi Price
Shrirampur,Ladies Finger,2015,April,183,1435,1930,1683,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,16.83,14.35,19.3,495,2250.0,-25.2,Distress Glut / Price Crash
Shrirampur,Ladies Finger,2016,April,157,1761,2478,2115,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,21.15,17.61,24.78,717,2250.0,-6.0,Normal / Fair Mandi Price
Shrirampur,Bottle Gourd,2015,April,84,521,721,621,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.21,5.21,7.21,200,1021.0,-39.18,Distress Glut / Price Crash
Shrirampur,Bottle Gourd,2016,April,56,800,1000,900,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.0,8.0,10.0,200,1021.0,-11.85,Normal / Fair Mandi Price
Shrirampur,Flower,2015,April,143,413,613,513,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,5.13,4.13,6.13,200,1043.0,-50.81,Distress Glut / Price Crash
Shrirampur,Flower,2016,April,114,904,1143,1024,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,10.24,9.04,11.43,239,1043.0,-1.82,Normal / Fair Mandi Price
Shrirampur,Carrot,2015,April,6,800,1200,1000,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,10.0,8.0,12.0,400,1113.5,-10.19,Normal / Fair Mandi Price
Shrirampur,Carrot,2016,April,27,857,1057,957,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.57,8.57,10.57,200,1113.5,-14.05,Normal / Fair Mandi Price
Shrirampur,Cluster Bean,2015,April,34,1700,2350,2025,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,20.25,17.0,23.5,650,3167.0,-36.06,Distress Glut / Price Crash
Shrirampur,Cluster Bean,2016,April,28,3500,4389,3944,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,39.44,35.0,43.89,889,3167.0,24.53,Normal / Fair Mandi Price
Shrirampur,Cucumber,2015,April,257,550,754,650,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.5,5.5,7.54,204,1483.5,-56.18,Distress Glut / Price Crash
Shrirampur,Cucumber,2016,April,166,1065,1513,1289,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,12.89,10.65,15.13,448,1483.5,-13.11,Normal / Fair Mandi Price
Shrirampur,Onion,2015,April,104438,200,1395,1032,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,10.32,2.0,13.95,1195,770.0,34.03,Inflated Price / Hoarding Alert
Shrirampur,Onion,2016,April,90310,100,944,625,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,6.25,1.0,9.44,844,770.0,-18.83,Normal / Fair Mandi Price
Shrirampur,Bitter Gourd,2015,April,48,2364,3155,2782,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,27.82,23.64,31.55,791,3211.0,-13.36,Normal / Fair Mandi Price
Shrirampur,Bitter Gourd,2016,April,29,2722,3556,3139,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,31.39,27.22,35.56,834,3211.0,-2.24,Normal / Fair Mandi Price
Shrirampur,Cabbage,2015,April,114,308,508,408,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,4.08,3.08,5.08,200,622.5,-34.46,Distress Glut / Price Crash
Shrirampur,Cabbage,2016,April,87,665,865,765,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,7.65,6.65,8.65,200,622.5,22.89,Normal / Fair Mandi Price
Shrirampur,Garlic,2015,April,107,2500,3250,2875,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,28.75,25.0,32.5,750,4479.0,-35.81,Distress Glut / Price Crash
Shrirampur,Garlic,2016,April,96,3833,4833,4333,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,43.33,38.33,48.33,1000,4479.0,-3.26,Normal / Fair Mandi Price
Shrirampur,Capsicum,2015,April,210,1542,2029,1785,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.85,15.42,20.29,487,2317.0,-22.96,Normal / Fair Mandi Price
Shrirampur,Capsicum,2016,April,166,1543,2043,1793,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.93,15.43,20.43,500,2317.0,-22.62,Normal / Fair Mandi Price
Shrirampur,Tomato,2015,April,900,1471,1958,1715,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,17.15,14.71,19.58,487,898.5,90.87,Inflated Price / Hoarding Alert
Shrirampur,Tomato,2016,April,843,787,1039,913,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,9.13,7.87,10.39,252,898.5,1.61,Normal / Fair Mandi Price
Shrirampur,Brinjal,2015,April,340,904,1179,1042,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,10.42,9.04,11.79,275,1243.0,-16.17,Normal / Fair Mandi Price
Shrirampur,Brinjal,2016,April,289,1152,1748,1461,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,14.61,11.52,17.48,596,1243.0,17.54,Normal / Fair Mandi Price
Shrirampur,Fenugreek,2015,April,1,3400,3400,3400,2015-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,34.0,34.0,34.0,0,5400.0,-37.04,Distress Glut / Price Crash
Shrirampur,Fenugreek,2016,April,1,4021,4021,4021,2016-04-01,Ahmadnagar,Maharashtra,4,2,Summer/Zaid,40.21,40.21,40.21,0,5400.0,-25.54,Distress Glut / Price Crash
Ahmednagar,Ginger (Fresh),2015,August,25,2000,3300,2650,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,26.5,20.0,33.0,1300,3219.0,-17.68,Normal / Fair Mandi Price
Ahmednagar,Ginger (Fresh),2016,August,61,1192,2192,1692,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,16.92,11.92,21.92,1000,3219.0,-47.44,Distress Glut / Price Crash
Ahmednagar,Potato,2015,August,253,500,867,692,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,6.92,5.0,8.67,367,1397.5,-50.48,Distress Glut / Price Crash
Ahmednagar,Potato,2016,August,3351,1037,1663,1350,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,13.5,10.37,16.63,626,1397.5,-3.4,Normal / Fair Mandi Price
Ahmednagar,Ladies Finger,2015,August,209,1300,2300,1840,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,18.4,13.0,23.0,1000,1864.0,-1.29,Normal / Fair Mandi Price
Ahmednagar,Ladies Finger,2016,August,787,476,2038,1257,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,12.57,4.76,20.38,1562,1864.0,-32.56,Distress Glut / Price Crash
Ahmednagar,Bottle Gourd,2015,August,19,700,1000,850,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,8.5,7.0,10.0,300,999.0,-14.91,Normal / Fair Mandi Price
Ahmednagar,Bottle Gourd,2016,August,257,138,713,425,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,4.25,1.38,7.13,575,999.0,-57.46,Distress Glut / Price Crash
Ahmednagar,Flower,2015,August,523,1083,2250,1667,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,16.67,10.83,22.5,1167,1359.0,22.66,Normal / Fair Mandi Price
Ahmednagar,Flower,2016,August,1149,471,2495,1483,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,14.83,4.71,24.95,2024,1359.0,9.12,Normal / Fair Mandi Price
Ahmednagar,Carrot,2016,August,1,3500,3500,3500,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,35.0,35.0,35.0,0,2075.0,68.67,Inflated Price / Hoarding Alert
Ahmednagar,Cluster Bean,2015,August,41,2900,4300,3600,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,36.0,29.0,43.0,1400,2623.0,37.25,Inflated Price / Hoarding Alert
Ahmednagar,Cluster Bean,2016,August,241,2095,5143,3619,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,36.19,20.95,51.43,3048,2623.0,37.97,Inflated Price / Hoarding Alert
Ahmednagar,Cucumber,2015,August,311,883,1433,1158,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,11.58,8.83,14.33,550,1060.5,9.19,Normal / Fair Mandi Price
Ahmednagar,Cucumber,2016,August,1159,138,633,381,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,3.81,1.38,6.33,495,1060.5,-64.07,Distress Glut / Price Crash
Ahmednagar,Onion,2015,August,23523,1955,6680,4635,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,46.35,19.55,66.8,4725,1051.5,340.8,Inflated Price / Hoarding Alert
Ahmednagar,Onion,2016,August,243484,100,1103,804,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,8.04,1.0,11.03,1003,1051.5,-23.54,Normal / Fair Mandi Price
Ahmednagar,Bitter Gourd,2015,August,120,1875,2875,2375,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,23.75,18.75,28.75,1000,2347.0,1.19,Normal / Fair Mandi Price
Ahmednagar,Bitter Gourd,2016,August,326,880,3000,1940,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,19.4,8.8,30.0,2120,2347.0,-17.34,Normal / Fair Mandi Price
Ahmednagar,Cabbage,2015,August,491,750,1233,992,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,9.92,7.5,12.33,483,870.5,13.96,Normal / Fair Mandi Price
Ahmednagar,Cabbage,2016,August,720,420,1645,1033,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,10.33,4.2,16.45,1225,870.5,18.67,Normal / Fair Mandi Price
Ahmednagar,Garlic,2015,August,58,4400,7400,5900,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,59.0,44.0,74.0,3000,6422.5,-8.14,Normal / Fair Mandi Price
Ahmednagar,Garlic,2016,August,84,7821,12143,9979,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,99.79,78.21,121.43,4322,6422.5,55.38,Inflated Price / Hoarding Alert
Ahmednagar,Capsicum,2016,August,150,2067,3400,2733,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,27.33,20.67,34.0,1333,2390.0,14.35,Normal / Fair Mandi Price
Ahmednagar,Spinach,2015,August,1490,3,6,4,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,0.04,0.03,0.06,3,1320.0,-99.7,Distress Glut / Price Crash
Ahmednagar,Tomato,2015,August,891,717,1267,992,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,9.92,7.17,12.67,550,1229.5,-19.32,Normal / Fair Mandi Price
Ahmednagar,Tomato,2016,August,1584,333,1343,838,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,8.38,3.33,13.43,1010,1229.5,-31.84,Distress Glut / Price Crash
Ahmednagar,Brinjal,2015,August,141,1033,2033,1533,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,15.33,10.33,20.33,1000,1567.0,-2.17,Normal / Fair Mandi Price
Ahmednagar,Brinjal,2016,August,366,629,2500,1540,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,15.4,6.29,25.0,1871,1567.0,-1.72,Normal / Fair Mandi Price
Akole,Onion,2015,August,8619,1200,5361,3982,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,39.82,12.0,53.61,4161,1051.5,278.7,Inflated Price / Hoarding Alert
Akole,Onion,2016,August,22971,120,1086,682,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,6.82,1.2,10.86,966,1051.5,-35.14,Distress Glut / Price Crash
Akole,Tomato,2015,August,48,200,1125,1000,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,10.0,2.0,11.25,925,1229.5,-18.67,Normal / Fair Mandi Price
Jamkhed,Onion,2015,August,248,1550,4275,2850,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,28.5,15.5,42.75,2725,1051.5,171.04,Inflated Price / Hoarding Alert
Jamkhed,Onion,2016,August,4791,100,957,471,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,4.71,1.0,9.57,857,1051.5,-55.21,Distress Glut / Price Crash
Kopargaon,Onion,2015,August,9745,1588,5025,4306,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,43.06,15.88,50.25,3437,1051.5,309.51,Inflated Price / Hoarding Alert
Kopargaon,Onion,2016,August,80357,225,912,722,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,7.22,2.25,9.12,687,1051.5,-31.34,Distress Glut / Price Crash
Newasa-Ghodegaon,Onion,2015,August,116461,1015,5115,3923,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,39.23,10.15,51.15,4100,1051.5,273.09,Inflated Price / Hoarding Alert
Newasa-Ghodegaon,Onion,2016,August,367777,179,989,686,2016-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,6.86,1.79,9.89,810,1051.5,-34.76,Distress Glut / Price Crash
Parner,Onion,2015,August,8290,2615,5062,4188,2015-08-01,Ahmadnagar,Maharashtra,8,3,Monsoon,41.88,26.15,50.62,2447,1051.5,298.29,Inflated Price / Hoarding Alert
